k2,k_2,k3,k_3,k4,k5,k_5,k6,deg_ratio,k7,k_7,k8,k_8,k9,k_9,k10,k11,k_11,k12,k13,k_13,k14,k15,k_15,k16,k17b,k18a,k18b,k19,k20,k21,k_21,k22,k23,k24,k25a,k25b,k26,k27,k28,k29,totalSTAT,RJ,SHP2,PPX,PPN,vl_loc
7.25E-05,0.1805,0.13999,0.063822,0.017207,0.0098046,32.716,0.7464,2.4597,0.26554,0.44276,0.4584,0.0016064,0.0003729,0.21136,0.0025047,4.04E-05,12.086,0.00069386,1.25E-06,0.18301,0.2617,0.032063,0.059522,0.044452,4.9082,0.0039015,48.585,0.038067,0.00019301,0.00093096,3.3478,0.0010958,5.45E-05,0.0045231,0.00014149,29762,0.00018119,9.68E-05,0.17572,0.56873,7411.2,0.50783,183.77,0.68426,0.76612,11760
0.00011514,0.43608,0.030745,0.045891,0.0067338,0.28614,0.24747,0.92744,1.7534,5.11E-05,1.6588,0.035388,0.075777,6.57E-05,0.0036189,0.0095977,0.0059206,11.643,0.094282,6.65E-07,0.0068456,0.34806,0.084102,0.0057386,0.10968,0.091517,0.0047135,261.79,0.018245,0.0073707,0.020497,0.10817,0.010291,0.031255,2.25E-05,0.0010931,7.8702,0.0016338,4.85E-05,0.18284,0.008152,399.3,133.73,8704.8,87.626,52.522,6720
0.00052318,0.023122,0.0035927,0.021086,0.0068253,8.67E-05,1.1956,13.79,36.708,0.0015742,0.020802,0.010335,0.026391,0.0015644,0.61002,0.074699,0.017143,0.23439,0.00030367,2.50E-09,0.0020472,0.00012795,0.00010045,0.26417,0.00041867,0.0010559,0.00032792,461.56,0.0010013,0.0011033,0.041089,0.16117,6.94E-05,0.0045456,0.00023296,0.39937,372.52,0.0083169,1.20E-05,0.00021914,0.15453,816.43,50.014,834.57,88.268,50.031,14280
0.00087103,0.5033,1.1457,0.19586,0.0012865,0.00017048,6.1746,2.8496,14.906,0.25713,0.11589,0.28532,0.0047326,0.01333,16.751,0.0012434,0.0071958,1.1902,0.001773,4.54E-09,0.094995,0.048443,3.08E-05,0.043534,0.0078442,0.41409,0.009522,298.55,0.04502,0.010273,0.0013093,0.38619,0.00046794,0.0065657,5.82E-05,0.88228,4.7267,0.00028096,0.0001083,0.27113,0.015864,233.67,55.007,2548,47.663,727.39,5040
0.00042867,0.16373,0.0051492,0.018548,0.18654,0.052477,0.47294,12.85,83.289,0.014395,0.096487,0.0025922,1.7641,0.04723,3.1783,3.45E-05,5.63E-05,1.0112,0.00028176,4.97E-07,3.6605,0.02618,0.00042019,0.0056717,0.0096835,2.4253,0.0098467,131.15,0.042825,0.087763,1.2303,2.5719,0.015435,0.0075297,0.0059985,0.26976,1167.8,0.061401,2.81E-05,0.093406,0.00071856,42.532,7.392,77.974,112.64,47.595,4920
0.0010895,0.00021247,0.20752,0.012183,0.018945,0.00065448,0.012683,0.59069,3.0512,0.00022654,10.986,0.00024625,0.0020907,3.39E-05,1.4012,0.016942,0.0005808,0.0020753,0.1561,1.25E-05,1.0895,0.0044396,1.08E-05,0.063317,0.00063544,0.83233,0.00094973,5.0366,0.0004284,0.0045792,0.016121,2.4264,2.47E-05,0.025616,0.0033281,0.00083333,122.9,2.43E-05,0.020586,0.19948,0.015109,6881,2.2627,5204,161.06,8.6537,5040
0.00010816,0.15934,2.5077,0.0032422,0.19203,0.00011151,3.2319,0.38957,16.987,0.00031742,0.014114,1.5653,0.15592,0.01076,0.0058628,0.0012711,0.00033665,4.5053,0.052161,1.99E-06,4.691,9.51E-05,0.018169,0.79093,0.0010353,0.61852,0.11998,8578.3,0.07297,0.0104,0.0046141,0.0020485,5.60E-06,0.027894,0.019324,0.078426,20254,9.50E-05,0.018295,0.0013041,0.0061214,5135.4,1.9444,6.7523,493.77,1.6293,4140
1.76E-05,0.0072268,0.41714,0.021436,0.020917,0.48405,8.776,0.26488,93.103,0.00011286,3.3145,0.061579,0.0011668,0.022838,0.053885,0.00069586,0.00064169,5.4064,0.0019512,4.79E-07,2.3897,0.00072273,0.061552,7.4628,0.021667,0.8008,0.5409,215.7,0.014953,0.0043463,0.0022216,0.021933,0.0042933,0.00010494,0.0014563,0.0013075,146.64,4.29E-05,0.00011745,0.18852,0.0013566,160.18,236.76,3.7524,1991.7,10.942,10620
1.65E-06,0.0034536,0.00046594,2.2736,0.048797,0.062124,0.11943,1.1685,85.834,0.10015,2.2217,0.0083578,0.0048565,0.00010343,0.78539,0.2197,0.07193,0.12633,0.00019057,3.57E-07,3.3475,0.21673,0.0015567,3.3464,0.31805,2.5367,0.24938,20.117,0.0058805,0.011673,1.5637,0.1314,0.00037858,0.045351,1.85E-05,0.14338,72.957,3.05E-05,0.00056151,0.41376,0.0034343,99.368,100.66,27.248,22.317,16.326,6360
0.00030612,0.20475,0.00072672,0.20248,0.0001006,0.2616,0.08136,0.064965,2.8371,5.98E-05,0.019535,1.7853,0.073402,0.0045286,0.35967,0.0095699,1.93E-05,0.010956,0.0037223,2.79E-06,0.044235,0.061501,0.0104,0.68318,0.0020019,0.00050652,0.0056364,26.239,0.0015511,0.0092588,1.4258,0.0066028,0.00041186,0.0009576,4.28E-05,0.027727,4623.8,0.044258,0.00014943,0.083139,0.43641,11257,596.6,6.3531,4.114,752.71,12360
0.00059918,0.00024027,0.85583,0.62091,0.0063707,0.010721,0.013837,3.688,63.089,0.00040891,0.56432,0.00062483,0.002395,1.71E-05,0.47975,0.00078694,0.0002854,0.12141,0.207,1.45E-06,3.9379,0.0075536,0.03438,19.764,0.00723,0.0012714,0.21751,323.74,3.99E-05,0.029919,0.00088932,0.95273,0.0013239,0.0053943,0.00025616,0.18094,9.6209,0.0032549,0.00016359,0.0002699,0.00024023,1093,86.392,613.22,372.96,9.0044,1440
2.94E-05,0.00017243,0.19111,2.0304,0.00014497,0.50428,2.1126,0.20827,9.5701,0.0018358,0.41994,0.1063,0.004316,1.28E-05,0.007534,0.19882,2.05E-05,0.0050802,0.00035407,4.66E-06,0.13732,0.03504,0.00041077,0.0029677,0.26912,0.32719,0.3184,2249.7,0.0078629,0.010471,0.00079613,3.1888,0.00014301,0.0036529,0.0095738,0.067034,7661.4,0.00024646,6.99E-06,0.0049852,0.00012891,87.325,6.6375,23.056,156.11,4.4941,11220
0.0011313,0.0026282,0.022118,0.14265,0.010809,0.11037,0.78241,0.085232,13.642,0.03805,0.027932,0.067893,0.025388,0.015124,8.2817,0.20939,0.00063763,3.2636,0.055109,3.50E-08,0.0027736,0.011516,0.015818,0.0049244,0.045872,0.025196,0.60744,4.9995,2.75E-05,0.00077099,0.81439,0.31783,0.0030139,0.023129,0.00043464,0.0067514,32355,0.0031786,1.10E-05,0.1196,0.03864,3754.4,736.95,37.298,2086.6,17.686,4500
0.00090954,8.40E-05,0.071403,0.0073229,5.29E-05,0.00020194,22.262,0.0054171,2.7786,0.0014821,0.36011,0.028029,0.081826,0.0049257,0.068827,8.93E-05,0.0078803,1.012,0.13856,1.60E-05,0.76572,0.34029,0.014554,1.0714,0.0048439,0.073236,0.050552,13607,0.068095,0.00023363,0.15248,0.24628,0.00047231,0.0042719,2.07E-05,0.00010202,240.56,0.0002131,0.0039632,0.00032831,0.0091014,3784.5,11.502,1115.4,0.53016,0.82622,10080
0.0019981,0.07188,0.00056375,0.1931,0.00065771,0.0042578,28.99,8.5314,33.329,0.00050817,19.943,0.12941,4.4446,0.0014493,0.0097051,0.0013014,2.72E-05,2.7363,0.056847,4.20E-08,4.6757,0.009753,0.0020082,1.0864,0.0007298,0.0025412,0.00022893,280.35,0.0029892,0.00073998,0.12591,0.0021107,0.022598,1.74E-05,0.01727,0.19315,86.561,0.037495,9.32E-05,0.075142,0.0032114,2234.4,26.395,126.68,912.38,9.6229,5880
0.00011754,8.46E-05,0.46286,0.0027432,0.3208,0.00042548,0.02916,0.015653,4.6279,0.010722,0.1307,0.35746,0.022411,0.0064964,4.8783,0.00044803,0.028795,0.11552,0.053715,5.43E-06,0.0034558,0.12133,0.00057529,0.31633,0.060618,0.001026,0.0034137,370.84,0.008695,0.028648,0.055599,0.068578,8.93E-05,0.00035714,1.19E-05,0.00036442,2800.2,0.0045415,1.97E-05,0.00063001,0.0020321,497.93,14.199,533.02,0.6951,12.04,15540
0.0047492,0.15336,0.023872,1.6108,0.0036825,0.00022168,8.0739,1.6393,48.337,0.0024973,0.9996,0.43086,0.0018694,0.026635,1.2059,0.0010991,0.01639,2.9301,0.21236,3.30E-07,0.0033532,0.0064994,3.13E-05,0.32951,0.0006317,2.1606,0.00060256,17789,0.0011552,0.0002749,0.03138,0.12207,0.0015795,0.017956,0.00023561,0.030265,2782.2,4.30E-05,0.00041032,0.0049195,0.0051451,246.47,329.08,3886.5,13.883,14.103,1920
0.00034769,0.0017207,0.058703,0.0031232,0.29661,0.047124,0.028444,5.3206,13.096,0.0036129,0.43496,0.26565,2.5932,0.0021022,0.77339,0.10659,2.10E-05,0.011818,0.014763,1.99E-08,0.019559,0.083976,2.06E-05,0.0072053,0.045865,0.29411,0.31842,280.83,0.035494,0.00019021,0.0018602,0.0088108,0.0023647,8.57E-05,0.0027624,0.048689,325.03,0.0004776,0.00016474,0.44329,0.15006,534,56.714,43.276,2.6751,11.825,8880
0.00024994,0.095394,3.0755,0.047559,0.018453,0.017072,4.5098,0.0070959,5.6328,5.04E-05,0.078699,0.032125,0.009672,0.00026948,1.8619,6.92E-05,0.026948,0.0026861,0.20349,2.05E-07,10.345,0.22122,0.0044232,0.0053925,8.77E-05,1.1936,0.0052311,467.84,0.021735,0.0044452,0.0010331,0.0042095,0.00042003,5.71E-05,0.00092514,0.022073,14305,0.010192,0.0060887,0.00089027,0.0010311,3737.9,2.6423,5.7962,5.8751,19.937,3240
0.00013557,0.011257,0.49784,0.069508,0.049252,0.23361,0.034069,0.37846,29.532,0.0036181,0.010314,0.16121,0.23303,0.00030583,0.023354,0.12012,0.0068047,0.034098,0.0021817,7.38E-08,0.0023899,8.75E-05,1.58E-05,1.3226,0.35971,0.0065777,0.11453,15.132,0.0029266,0.075993,0.00083068,0.18361,0.0036716,2.26E-05,7.46E-05,0.0031715,764.39,0.036236,3.99E-05,0.32112,0.13485,773.52,187.2,11.319,165.34,235.82,2100
9.45E-06,0.072844,0.0057349,0.026876,0.36186,0.0017562,0.45636,0.52732,58.686,0.00015824,0.014843,0.2967,0.77772,3.42E-05,0.0077126,0.02493,0.00026667,0.34795,0.00024071,1.24E-08,0.0036225,0.0083026,2.36E-05,0.1544,0.28275,0.077607,0.0028746,2794.3,4.69E-05,0.18856,0.0074161,2.1665,3.07E-05,0.0032645,0.0018472,0.0036076,8025.6,0.0046606,5.10E-05,0.041572,0.0011579,29879,5.3207,3.0261,980.36,174.93,10320
0.001332,0.0097437,0.0041085,0.0040912,0.00043505,0.02128,0.16979,0.25557,38.814,0.14439,33.291,0.02106,0.33298,5.29E-05,0.41012,0.019022,0.0010978,0.0035613,0.0098725,6.95E-06,7.8322,0.024687,1.31E-05,0.12434,0.092663,0.020041,0.34683,5167.1,1.50E-05,0.31718,0.0022452,0.0017902,7.82E-05,0.036512,0.00065867,0.0039193,7944.3,0.016319,2.60E-05,0.0032293,0.031102,130.56,383.71,6537.8,41.812,2.3462,1200
0.0032027,5.89E-05,0.019322,0.050866,0.023694,0.011149,0.28332,0.0052714,5.3334,0.0035047,0.10294,0.0014336,0.0069555,0.00099864,4.8448,0.0002932,1.02E-05,0.0034561,0.085396,3.62E-06,1.2209,0.11503,0.00024337,9.1482,0.23468,0.030232,0.060938,521.99,0.0001467,0.00024189,0.0068868,0.11426,0.00010785,8.44E-05,0.00048599,0.5736,142.3,1.29E-05,0.022953,0.075202,0.00016308,65687,9.6777,15.048,1.4239,139.88,6780
0.0035233,0.00080247,0.020715,0.07901,0.020403,0.000562,0.32328,0.13482,2.2633,0.0033756,0.0056972,0.0028705,0.41219,0.0011577,1.9931,5.74E-05,0.0012354,6.1718,5.45E-05,7.16E-06,0.21693,0.014062,0.01373,0.02191,0.00017753,0.0017883,0.028999,11.256,0.028994,0.61045,0.70457,0.98679,0.0044384,0.0011311,0.0011154,0.62655,6.4246,4.54E-05,3.66E-05,0.0023988,0.00015585,2112.4,68.704,25.169,385.01,555.11,5640
7.77E-05,6.22E-05,0.029906,0.12751,0.23677,0.0010072,1.5788,15.987,26.833,0.033994,3.5994,0.34647,0.47147,0.0023273,0.10128,0.00021243,0.0023781,2.2539,5.69E-05,7.99E-07,15.854,0.021402,0.091116,1.0344,0.00087639,0.0013593,0.46909,4.0293,0.00070955,0.7643,0.10721,0.70188,0.0027186,0.00026704,2.34E-05,0.11713,13741,0.0080315,7.68E-05,0.20529,0.0066446,7751.7,8.3126,1.5559,2033.9,730.68,11100
0.0001328,0.10154,0.021321,0.022882,0.00026308,0.00018043,32.693,3.3437,24.217,0.104,9.3937,0.011478,6.601,0.00012474,0.0040606,0.20402,0.0022748,0.044105,0.0034969,5.94E-06,0.061425,0.4066,1.45E-05,0.01553,8.38E-05,0.0010061,0.0016069,24121,3.06E-05,0.00021049,0.22993,0.027782,0.00012852,0.014292,0.027593,0.58756,632.79,0.085351,0.00027133,0.00048323,0.0049654,410.36,10.665,25.811,9.6426,2.5545,7080
0.003324,0.25538,0.00096568,0.0072922,0.0001995,0.021693,0.12014,0.043178,11.932,0.12557,0.036281,0.06499,0.02639,1.27E-05,0.0020435,0.066241,0.00082465,0.44824,0.020304,4.03E-08,0.11318,0.00042368,4.99E-05,0.0022898,0.17292,0.045166,0.00083047,3913.2,0.01229,0.0013655,0.00028302,0.0022886,0.0035835,8.29E-06,0.0013454,0.0062785,19.849,1.18E-05,9.20E-05,0.30381,0.00065859,41982,232.41,1.2853,16.42,144.41,5820
4.42E-05,6.29E-05,0.038515,0.12566,0.0001245,0.21856,3.3049,0.0073151,56.692,0.00056416,3.9617,0.00033217,6.2494,0.00011809,6.8181,0.053199,0.00013462,0.33355,0.043918,5.62E-09,0.0041393,0.41729,1.90E-05,0.029376,0.00022925,2.3748,0.008588,247.45,0.0014591,0.00048633,0.016104,0.024907,0.027055,0.016004,0.031356,0.00033251,374.15,0.042505,0.0091019,0.00040779,0.019035,21871,466.82,4416.1,39.081,4.7894,7560
2.15E-05,0.017887,0.00044813,0.0043071,0.010611,0.57551,48.998,11.134,2.7817,0.111,18.771,0.00032196,0.1028,0.012218,0.31151,0.0019382,0.054076,0.0021838,0.031257,4.81E-06,0.0036215,0.018221,0.068051,0.015582,0.036032,0.0018124,0.00085852,18861,0.00013549,0.018166,0.040512,0.0076513,9.97E-05,0.0060051,0.0016226,0.0077612,353.73,0.00093375,1.19E-05,0.83946,0.020525,3303.8,34.256,13.674,16.032,1287.5,4080
0.0012846,0.00014375,0.032127,4.6359,0.013215,0.10349,2.733,3.7441,4.4434,0.01154,1.1533,0.12919,0.67988,0.040128,0.0055066,0.0049839,1.05E-05,0.11609,0.0025153,1.69E-08,0.71386,0.00036002,2.73E-05,0.018666,0.0028858,1.2132,0.0051698,7918,0.00062209,0.0072908,0.42182,2.3187,0.0010652,0.00071403,5.30E-05,0.0015114,1847.1,0.0046738,5.98E-05,0.8664,0.00016843,555.96,546.05,114.78,120.27,572.05,5760
0.00028509,0.0011704,2.5738,0.19115,0.0049002,0.19503,0.10813,0.67321,45.365,5.93E-05,7.3307,0.00085623,9.6935,7.98E-05,0.11842,0.28036,0.00023568,3.8424,0.081057,3.62E-08,0.55499,0.12366,0.050866,0.029693,0.00011452,0.009212,0.0040958,4.6879,0.00041601,0.0002223,0.0022041,0.0022205,0.0082231,0.00022621,0.00056988,0.086597,99.361,4.31E-05,0.0014724,0.49043,0.251,11.512,465.99,2351.5,3832.8,1.9174,1560
6.48E-07,0.17601,0.00048261,0.0087609,0.0055295,0.00048562,0.06267,8.7461,1.2316,6.21E-05,0.53419,0.013448,2.1855,1.95E-05,0.007545,3.24E-05,3.91E-05,8.461,0.012925,1.01E-05,0.37396,0.094024,0.052387,0.018571,0.00065724,0.029663,0.44896,26.124,0.0038488,0.49188,0.30156,0.0046684,0.00061132,0.00036536,0.0080824,0.00067249,766.45,0.00081779,0.0020353,0.00049816,0.00043229,181.81,360.72,6253.5,0.51871,169.67,8700
0.0042748,0.041032,0.3082,0.009961,0.040644,0.57607,0.16932,0.009886,2.6367,0.0047392,0.036685,1.8364,0.61882,5.11E-05,14.104,0.085393,0.051876,0.030982,0.0041418,6.49E-07,0.38141,0.16854,0.00023971,0.0092111,0.0002119,0.011774,0.017896,38.934,0.00087494,0.92014,0.0020548,1.096,2.51E-05,0.0006857,0.00031117,0.0001218,8511,3.93E-05,0.00025312,0.00032871,0.00029272,42611,354.54,9315,975.35,18.797,7140
0.00019,0.00015716,0.3004,0.037077,0.019147,0.13741,0.2284,27.144,38.936,0.0015377,0.1112,0.00028679,0.0091892,0.088738,15.113,0.00099664,0.00036328,0.095723,0.0042894,9.83E-07,0.022741,0.088368,9.23E-05,8.5149,0.15613,0.38741,0.032708,1799,0.00010419,0.003186,0.17752,0.00126,0.0018207,1.75E-05,0.0043636,0.0039125,141.21,0.00016214,0.0011365,0.0024664,0.00081462,21772,1.5001,22.121,626.63,2660.5,2640
0.001579,0.0044926,3.1695,0.046439,0.40719,0.00012664,0.010918,0.098272,12.358,0.34645,9.7775,0.0005443,0.016389,0.0086826,0.04661,0.0070673,5.31E-05,0.012689,0.22195,8.16E-07,1.0609,0.0052646,0.00013035,5.5208,0.00015765,0.0042143,0.015348,1087.6,0.030692,0.00093498,0.00065501,0.0051855,0.00093347,0.047055,0.0033638,0.031974,10257,0.02885,4.34E-05,0.00074415,0.092768,83.39,0.8385,3.9522,74.931,57.178,3120
0.0024905,0.00052481,0.12505,0.010256,0.0045124,0.013895,0.018186,0.02286,22.008,0.024817,1.1955,0.00097543,0.0057514,8.01E-05,2.2723,0.029911,0.033511,0.10489,0.0033829,2.19E-09,0.022581,0.08637,1.83E-05,0.062436,0.00012111,0.16205,0.69175,32813,0.018823,0.022879,1.3621,0.32273,0.0095958,5.17E-06,0.0012415,0.62593,24.386,0.033414,8.86E-05,0.060259,0.00030436,81.702,154.14,7563.6,2.7014,2698.4,8460
0.0012188,0.12631,0.00042127,0.060916,0.016042,0.0082792,8.2874,0.039067,31.33,0.078233,9.8473,0.0020209,0.56817,7.47E-05,0.024479,0.00069156,0.003856,19.787,0.0061326,8.55E-08,0.085345,0.0065776,0.021546,0.50061,0.0074698,0.15742,0.30475,1278,0.0017561,0.12301,0.54509,0.0024243,0.00080478,0.00097038,0.036404,0.06522,59.63,0.00018624,0.00013588,0.020945,0.012842,4582.2,371.45,1.3027,5.3223,1118.5,3600
0.0034896,0.00049091,0.031417,0.22199,0.022463,0.40524,0.39967,35.965,2.8393,0.00014943,2.635,0.012849,0.10638,0.0014135,0.068625,0.07518,0.024878,11.767,0.00095001,1.88E-05,0.023542,0.0043117,0.015642,0.013881,0.0033728,0.43213,0.00056608,7339.4,0.091296,0.00062239,0.022469,0.0011152,0.00018886,0.019391,2.36E-05,0.4502,54.358,0.00027003,6.35E-06,0.25656,0.076407,2348.8,0.22758,2.3442,58.142,670.55,6480
4.26E-06,0.0026159,3.647,0.030147,6.43E-05,0.0033523,78.06,9.8875,79.24,5.21E-05,0.027574,0.024822,0.037098,1.78E-05,0.011394,0.0010462,0.0015268,1.1856,0.092953,9.75E-09,0.8779,0.098155,0.0015537,1.565,0.051074,2.1344,0.46278,4628.1,1.20E-05,0.2495,0.015286,0.0068241,0.0014872,0.00041277,0.034179,0.32546,4.9249,0.00044538,0.00027262,0.20728,0.1034,239.78,428.27,1.1631,1.3616,1571.8,5460
0.00087597,0.024299,0.27032,0.012368,0.0071601,0.66997,0.33616,25.657,28.709,0.072024,1.2707,0.00020327,0.25472,0.0052889,0.59636,0.013868,2.98E-05,0.28994,0.006418,9.51E-08,0.35994,0.0029585,6.34E-05,0.069241,0.0089594,0.57011,0.0010146,1031.3,1.88E-05,0.094191,0.091792,1.4929,0.033636,0.036386,0.0058829,0.14093,10.655,0.011343,0.0027051,0.81184,0.0065587,1643.3,9.2214,84.485,1539.4,73.437,4440
0.00053277,0.00056636,0.24752,0.16836,0.00013523,0.0019631,51.206,1.0462,30.285,0.11104,0.37298,0.52939,0.0046814,0.0013047,0.19847,0.11345,0.0014589,0.12198,5.34E-05,9.96E-08,10.631,0.1752,0.00322,2.6721,0.45266,0.0019828,0.00083407,41.757,0.00018033,0.0016587,0.020941,0.030986,8.45E-06,0.011482,0.00088253,0.00010593,21.077,0.00019688,1.95E-05,0.081329,0.034261,60232,0.6034,1.3844,1.5185,2.3958,8160
2.33E-05,0.038215,0.0029336,0.26905,0.030654,0.00013304,2.6743,0.36832,7.2002,0.229,0.23534,0.077025,4.6076,8.89E-05,0.62767,0.023693,0.033721,0.37591,0.011529,1.77E-06,0.0034576,0.00072561,0.00019441,0.33056,0.00014004,0.45991,0.000496,11981,4.62E-05,0.099198,0.0003044,0.4004,0.00021614,0.0001204,0.00017096,0.1638,3014.5,0.014859,0.001239,0.14789,0.00011037,68623,188.05,360.76,43.697,101.17,7560
0.0021199,0.0065562,1.087,0.18892,6.20E-05,0.023434,0.015678,0.25643,22.4,0.0032718,1.438,0.90206,7.3033,1.16E-05,0.0077628,0.00010746,0.00013956,0.40799,0.0036816,4.77E-06,14.226,0.27011,0.028493,1.6666,6.34E-05,2.506,0.0012539,12187,0.026588,0.0072607,0.00051634,0.052983,1.06E-05,0.0017819,0.00046407,0.0021991,776.61,3.64E-05,0.00021352,0.002552,0.16092,1327.6,0.12698,8.7792,308.76,13.352,11220
0.00032533,0.0039714,0.035797,0.034922,0.00025491,0.0051533,0.54068,10.425,9.9269,0.00053045,12.616,0.056228,9.567,4.04E-05,0.01232,0.15062,0.017914,3.4178,0.0056666,7.86E-07,0.049294,5.66E-05,0.00077055,13.158,0.0025274,0.0061811,0.0076436,14578,2.96E-05,0.0070292,0.22846,0.1936,1.65E-05,0.00011344,0.0052548,0.00011969,5905,0.0098846,2.19E-05,0.044482,0.016624,21.949,281.75,1.9862,275.47,2.391,4740
3.89E-05,0.24725,0.35996,2.1345,0.002312,0.4273,0.22842,1.1532,10.69,0.00018471,1.4119,0.041365,0.3423,1.96E-05,0.0086793,0.00014201,0.0010178,2.6659,0.00019563,1.60E-08,0.77203,0.0058588,0.0036643,5.8267,0.00016831,2.2542,0.50421,6598.1,0.012651,0.060503,0.0034413,0.0087525,0.00038055,4.97E-05,4.99E-05,0.18062,115.07,1.63E-05,1.70E-05,0.0015712,0.52986,294.95,95.178,20.427,1.6996,3113.7,10500
0.00091609,0.0048631,0.05709,1.324,0.0014168,0.00013317,1.3654,10.086,1.5249,0.00053188,14.483,0.0016154,2.2521,0.00034322,0.08347,0.00045239,0.00038052,1.3963,0.13906,5.58E-09,1.0003,0.033586,7.44E-05,0.21162,0.087257,0.0018325,0.0053982,133.04,0.00066121,0.93083,0.006051,0.43458,0.0008012,0.0043056,0.0036159,0.0042581,25252,1.20E-05,0.010534,0.026535,0.00023654,19023,22.26,1.9908,13.884,262.37,4260
0.00010966,0.43633,0.5201,0.002175,0.00024653,0.027491,4.7992,3.2993,4.6043,0.0054799,0.14468,1.4693,4.2999,0.0037047,1.2197,0.052697,3.82E-05,0.010383,0.027585,3.56E-09,0.17395,0.00068485,0.0019449,2.2715,0.2103,0.00055208,0.00011804,284.53,7.07E-05,0.25074,0.066359,2.6417,0.0033792,7.62E-06,0.00045175,0.73252,13.963,0.0049808,7.25E-05,0.00060025,0.10684,63165,4.1576,855.13,17.01,473.29,10080
0.0033583,0.022632,0.53299,0.20675,0.084189,0.188,0.34366,1.1406,36.635,0.26682,1.5378,0.6773,0.0081955,0.048322,2.0665,4.21E-05,0.022471,0.15586,0.0011568,8.18E-08,0.012286,0.0047422,0.00050321,0.18172,0.0021965,0.97409,0.63705,1082.5,1.25E-05,0.0020565,0.007497,0.23186,2.40E-05,0.029292,0.0019425,0.04937,3032.5,2.16E-05,7.89E-05,0.69394,0.12727,33217,18.823,2819.3,426.21,3.9075,4260
8.03E-05,0.00045369,0.14374,0.018987,0.068525,0.0021924,1.3977,36.373,13.803,0.29428,0.3351,0.0050158,1.6499,0.0038057,6.2338,0.00035791,0.0029782,0.13535,0.00010655,1.91E-05,5.6193,0.25971,3.90E-05,1.3736,0.065334,0.91517,0.0021425,26185,0.0089779,0.00055268,0.12557,0.017888,0.003437,0.0011073,0.037734,0.084854,35.391,0.081735,0.0002153,0.39869,0.31115,2439.5,169.21,331.19,15.003,490.78,6240
2.41E-05,0.15116,0.026425,0.014205,0.015473,0.58076,0.010847,0.33552,46.648,0.02615,15.436,0.25335,0.33672,0.041163,2.0703,0.01217,0.00076806,0.025834,0.00082528,4.22E-07,0.059486,0.0021272,0.00034866,0.34466,0.0019235,0.004092,0.14727,1191.2,0.001862,0.067885,0.37598,0.0035867,0.00011385,0.0028206,0.00065881,0.016039,4880.6,0.055173,0.00081977,0.084623,0.00066678,206.1,119.4,51.857,215.05,336.43,17520
0.0011503,0.00035446,2.582,0.0020328,0.088898,0.53945,0.30956,0.2636,6.0101,0.00085474,0.10969,0.032117,0.16389,0.0026038,0.20403,0.00023668,0.00032816,0.063393,0.00016472,2.64E-09,0.035981,0.085404,7.07E-05,17.938,0.15271,0.0093578,0.0038362,3524.1,1.09E-05,0.15358,0.068248,0.084951,7.62E-06,0.0041806,0.0024587,0.0055246,127.08,4.43E-05,0.0016814,0.013997,0.0065683,6035.5,71.786,2.7017,3.3101,4330.2,4920
0.0008718,9.79E-05,0.0041411,0.0023134,0.0033964,0.00022547,0.010349,0.01453,5.5204,0.00056064,2.2765,0.10385,0.21197,0.028225,0.41474,0.086297,0.0052203,0.31409,0.065748,3.12E-06,1.5901,0.22143,0.00090372,1.4669,0.00070819,0.032695,0.10893,51.422,0.00062815,0.0026573,0.0063055,0.013929,3.48E-05,0.019373,0.019781,0.00056512,18.319,0.00014308,0.00014573,0.00064434,0.027137,122.08,519.93,298.9,122.22,13.794,4860
0.00014762,0.033955,1.4822,0.081521,0.16488,0.16033,2.8554,6.7008,2.657,0.053102,6.39,0.00062847,0.049099,0.004908,0.016899,0.076544,0.0003581,8.8603,0.0021171,3.94E-07,2.1924,0.25977,0.0009472,4.4246,0.10182,0.0017413,0.25416,32776,4.31E-05,0.14017,0.11399,0.079013,0.027373,0.00031695,5.02E-05,0.0019949,123.44,7.54E-05,0.0004144,0.0089258,0.025939,11.714,118.64,18.593,897.87,4946.6,480
0.00036989,0.0054149,0.19302,0.017411,0.072402,0.00018488,0.020063,1.8253,6.8526,0.0035067,10.192,0.0040906,0.008944,0.037331,1.1708,0.0001756,0.091149,2.9349,0.032158,6.04E-07,6.8944,0.04088,0.00026369,2.9911,0.00014667,0.01923,0.036999,2212.7,1.17E-05,0.1172,0.0038139,0.36247,0.0041547,0.0032162,0.00029274,0.00012125,431.49,7.86E-05,0.00017047,0.04396,0.13711,773.64,302.99,908.6,251.49,2097.6,3360
0.00056854,0.073231,0.0032148,0.010505,0.12439,0.15641,0.68382,0.073647,58.681,0.10569,7.8518,0.1297,0.11005,0.020636,2.162,0.055714,0.0055805,0.029247,0.058549,6.22E-06,0.69107,0.00022422,0.0072743,0.049131,0.00027748,0.13838,0.011131,179.84,2.32E-05,0.0013756,0.0010706,0.0015178,0.0017855,0.00015264,5.76E-05,0.012917,322.11,0.00055822,0.00033269,0.00093457,0.003424,1505.7,63.568,29.935,2.3266,2.6943,2400
